Title,Link,Source,Published,Datetime,Category,img,Scraped_At
"OPEC+ agrees in principle on theoretical oil output hike amid Iran war paralysis, sources say",https://news.google.com/read/CBMiqgFBVV95cUxPSEVmSmFCVXB6TlgyMnN1SGhSQlFENFVYem9ocXdZLXA2b1d6VUpIYlAweXdDQk1YQS05REJ6Mi12RDB3VGt4bFQ3Z05zR05TVHF3em1sLUVVb0dYZlpmNG1obGxFS0F2WDZCb25ZZVBxSmFrNkNNeHRucmotY3gtTnJtYnNxdFNDdkwxY1NmTzJ1ekRGWTVkcGllcVFhTGY4TC1GM2ZJNXpaQQ,More,59 minutes ago,2026-04-05T11:44:34,Reuters Fresh,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958139
"On Easter, Pope Leo urges world leaders to end wars, renounce conquest",https://news.google.com/read/CBMipwFBVV95cUxNVXNEV2dFSDRsR3c2WFUxdGVpSm1VS0ZCM3Vnb1lpVlFzNmdJVW44Z1ZleTg1SnJ4Q25MdXE0eGVuM1VFSFpXZ0FxbjM5bVdaMnRUMmQ2bTRNSXVLTHRaNC1LcUFYR3NwZFNqWTNXUEFsbi1YaDJIVXFneFlMeFl3LVBPb3hOZXRSekh1U1REV1VzLXRQSENmaFdOSkxyTWJVZExaZjN5WQ,More,1 hour ago,2026-04-05T11:43:43,Reuters Fresh,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958141
Saskatchewan actor is not a doctor but often plays one on TV,https://news.google.com/read/CBMiWkFVX3lxTE9HYVZyMERfZlFGdElXT0hQblpaVGFFaHJZMDdGSFNuVVdDWE9EbU9ob0dtYVFoSzEtNTZfQ2Z1VVJDV1NNX1NBU1JWZktTTTI5MEExR0ExeTdnUQ,More,1 hour ago,2026-04-05T11:36:57,CBC Canada Fresh,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.cbc.ca&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958144
How Trump became tech’s regulator-in-chief,https://news.google.com/read/CBMicEFVX3lxTE1RWjhDd3cxVHdQVFNtRmZJckJZdmFfVjZnRlp0ZlpBWV9RNi1QZ2c0WDNQTUs0Nml4bFJmdVA5a19DTEhWcHAyMFlmTGVuQm5rWmw1WHMxZ2loWGZIdnh3TE0xcExfcFF4dW9UaHpUeWM,More,1 hour ago,2026-04-05T11:30:32,FT Cyber,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.ft.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958147
PICS | Iran releases images of US aircraft ‘destroyed’ during rescue mission,https://news.google.com/read/CBMiuAFBVV95cUxNdlViYWFXbDFzUThuTGJEZ0VtSWphTl9OWGxUN0hXTHd2c2Rid0t6YlR4WEtXdXZ3MzRFRzBzQVhvOGtKdjBHdzRjdzlQY3VxUVR0SHZkb0s5TUZvd1JVN2RTVXd6UnR5cklNS1VkVjJYRGJFazVnZ0VXV3NwaDNzZVpod204MVNWVkhNVEE3MXVFcDRLNnNLdU5KWVZoOVcxeUMxdnRxMnZ4Q0hTN0haZER2RzZOUHNR,More,1 hour ago,2026-04-05T11:23:00,WION News,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.wionews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958149
China executes French national for drug trafficking,https://news.google.com/read/CBMipAFBVV95cUxOay1Mdmc5SEFrSVdlTDhMdkR6Y3ZxMS1ockVMRlNhZFZ5WjViRTVnWWFIbnJ1YkQ1NWg5N3JNa211NlJIa0NXMDJLekhXZDRxSG5kemx0eTlqd3l2MlJQbEtBYmI4UjhkQVh0SEVmYU5kR0NhRzBFWDY2VWJmT0JuOEpvMnVFeFVveG9HN2lfTG9ZTTZBS2doWGxTTktFbVd5cnItTNIBqgFBVV95cUxOMk9LLW1jZFZXaWdGMWFUMlNhSmtudGZucnZjelRlZFMwLXRjbXlXdVRfYnVWUTFkUkw2M2FBUUVXN19hN2VPSkdGR1BQTkppcVpWYmJlamJyLXVHTmluY3QyZmV4MEg2OXFUTFFWdmFwRUtlUHE4SDBxZUFyVTVsLVRLa1paSFJycURwbHVHcFBMY2djeGpFSHIxZENYVGNSck1raWtmMWdnUQ,More,1 hour ago,2026-04-05T11:20:40,China Cyber,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.firstpost.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958152
sarah chole CHARMING-SHILOH OPEN HEART PENDANT | Jewelry,https://news.google.com/read/CBMiV0FVX3lxTE9wckJZS2t1dXdiTGV5dm1KNVJkZXh6ZHdUMHI4LUhsYzlMTS15d2E4NVdhSDN4bnR6N3ZtLVAwdVB0dFUxY2Z2T2hGTkF5cVB6S2x2cDUwRQ,More,1 hour ago,2026-04-05T11:17:58,Charming Kitten,"https://encrypted-tbn1.gstatic.com/faviconV2?url=http://pregonerobaja.com.mx&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958154
AI Central in US-Iran 2026 War as Targeting Systems Speed Strikes but Spark Accuracy and Ethics,https://news.google.com/read/CBMitwFBVV95cUxQcFFReGxIRktpV2s4VjlZNi1mX2VsZDFOY2VLNEh6U2VTaFJjaGphaWx5VFExV1YwMGxJQk5kRTFWY2wwa3ltZDNBZXRscVJiRHpDZXNnS2ZjVHZ5S0tFOGgxRGVBZkM5c1BZdXpoZlgxREttcXRreUVFaEJtbGJhT0pqSi1CQ1kyMWdHYVBJd1FhMUxQQl9FNHBkR3pGZUVzM25iVUxjaHVBZE1qN2VJd1NqMDhuVW8,More,1 hour ago,2026-04-05T11:12:52,Iran Cyber,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.ibtimes.com.au&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958157
Worker for US defense contractor killed in Iraq as colleagues say they are pressured to stay,https://news.google.com/read/CBMilwFBVV95cUxPUXNUQ3A3OEN4czhXcnNoTE5KUnRKQXBiZDc4YTZXMnVtdk9SM2JGTmZ2QzhnTUpNYjJFaWFSTnA5Z2sxb2xlWXpBTXBzcVJKandCejRpMjl1dzQ3WDlGWXh5aHg2enlsZWVsQV9uUU1RZFgteXVOT21TQThDaVpGUlEwSHdxWllPejFrYVVEWWJQWDNGblFB,More,1 hour ago,2026-04-05T11:01:00,Guardian Fresh,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.theguardian.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958160
Rice’s whales predate modern humans. Now Trump could make them extinct,https://news.google.com/read/CBMilwFBVV95cUxPTVRqY1RXOXhQZlhTaExvUWE2enFfaTg5Z2otT2JzRlBjMHhIMUVUN3FuTVBMMk5GWlpJUWtQcXdveWF3WjRQc2h2LUdXcnhydW9iMkFTZHpPVW9NRUNjdUZ0U0JaZ2JxYUQtQlRpSG8xM0hMbnhCQ0JQZktVT2laTVBVd01Obm11X1RycllhenNyazR4OURF,More,1 hour ago,2026-04-05T11:01:00,Guardian Fresh,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.theguardian.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958162
"China’s rigid corporate culture slows AI adoption, ex-OpenAI executive says",https://news.google.com/read/CBMiywFBVV95cUxONk5IME5KTVNRWUlvWlhJdDBnNkNhUWxxQ2VmS2d1NTl4eWJMSExUVlBuMEZqc2lYLVZjc1l4bWlfRHRDZ2I0ZVpOLWVFZkNpem0yZ2lMUjBwU21KYkZUUk83YTJwcDZRZmY4QUVVZXpWUTRWY0k2N0FPNXdYNDlyZC1mSTR5U0tMWURBMERGOUh5Y0o3M0tHU1NBbVJyeVNlVFc0alByRzNLQ3NKLTl4YVNDX1BUdllmSV92bjg0RVl4TUxXSlQyelJtMNIBywFBVV95cUxQZURJek1OWG81NGd0VnJlb0JIV0wtTElnUy13T1NJejlpY2lJQ0RRWVNsSEJ0cnY2Z283LU0zdUEzcnVZWThFbnhNZUlGd3ZzUGl1bnBMWjJob2xmejNScVJubU0wSFJmaW5hb3pZWm8zZzI1ckEzNU9zbkhmWXZhRzQyX3ZBcmsxVlhBR3BWRWRHblV1ODUyS05NRmlTY2hnR1FaUElyZkdsTWUzN3RVem5Ha0UyYVFpc0dmZk9xMFpyMDlpRUZpZ05qUQ,More,1 hour ago,2026-04-05T11:00:08,SCMP,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.scmp.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958165
Artemis II astronauts are more than halfway to the moon as they seek to break Apollo 13’s record,https://news.google.com/read/CBMihwFBVV95cUxNdGhUUFc0Qk91XzJObGZsWkRrUlFUb0lSRUFqY1JvWGZXMF80NUJTUWFtbUxvRXMtcjVuWXA0V1dQN2hVMVVmbXlsTjdDRDdoRXJxMU43VGxUMnZYcUl0QTJsdGhCWnlENG1MM18wMEtXa09uRk9qNmh2RTV2Z3hKdUlxTWREZ00,More,1 hour ago,2026-04-05T11:00:00,Politico Fresh,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.politico.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958167
Turkish policymakers defend steps; investors see rate hike possible,https://news.google.com/read/CBMivAFBVV95cUxQd0Fzd2xNXy14dWxQQndvVXoxQmg0aHhna1JVV0dEV09QQXBsWVlRTXJzeDRrQTc3M2VBaFQ2aGU0NlJ0T0Zqc3lCakQ5QVBtNXgzcFlwTmkyeTNiVmE4alRCT3U5TTQzYTVSRzUycGdOdUJXdWgwYmpHRlYwU0NDS2VPX01sbGRtVVJyM3BYcGlWX3Q3Q2tWZGQ5WWJyZ3pPVnJSNWVZaGpNdHd4TkVWT3JFR2dUOGpvdDRBcQ,More,1 hour ago,2026-04-05T10:57:46,Reuters Cyber,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958170
No missiles or drones: Iran’s invisible army is targeting US critical infrastructure — explained,https://news.google.com/read/CBMi6gFBVV95cUxQeEpFcm5EUDV3MFhXNmhpRmlKLTctN0w2T1ZlX3JIRjBYMUNkVmhIUkFzcy1rblBaZjNHTC1HOE0yNWVHaXc4a3p4MHNOWVlZVHVDVlZnb0ZFTm5jRG9zUjhKS21SVWgxQ1MzakF1aVpqbEhzNVNoaTQ1Yms2NTZCTDZCSVdZLVdRQjhFNFItVVBQdGxsdC10a29oc2xSS2VLQ1dRdWVwdWhEOW1tV2NDQkRzdllEZzk3RW1HenBBM1VuelZucGtGU2tERW5wdlE4aF91R0NsT09oSmxKS1ZUOU5SRzFOVFVEUXc,More,1 hour ago,2026-04-05T10:57:36,Critical Infrastructure,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.msn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958173
Keir Starmer 'concerned' over Kanye West UK festival dates,https://news.google.com/read/CBMiWkFVX3lxTE8ySFNPZEV5Mmh3OE82Zy0xQXNDRENXYkhXNjB6ZVJnSVk0NXBMMm5pVXdocXMwTlpGZURsUTJ5TE96Y2gyMzdlQXhIeTA1YTBZNjlMNkxVSTFMZw,More,1 hour ago,2026-04-05T10:57:05,BBC Fresh,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.bbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958175
He Turned Down Ken Griffin to Run His Own Fund. That Was $20 Billion Ago.,https://news.google.com/read/CBMinwNBVV95cUxQZ3hsWUQwR05WQzctS3Z1LVZHYTl6QV82N3VIQ0RORVI2OEp4X2c0dVNEYW1uOWcyQXNiS3lnSzUyODNmRGUwc0ZUekYteEdlbGE5Z05MVFBtMzRRN2NJNEUybWF1d09jcFN0c2hzaWtWRGFocjRJcTcwdVF0ZWhGQklZX05rNGVRZk5iVGk5UkdpNXlpV09jVkFvb0xUQ1VZVGJrUVM1eFBVOG13ZGtUWVFTa2sxU0RGUXV4S2FCcVdaVFhqR253alp6SWg1aVJySGJSaEx3b05paTZBWXI2Uzh5aXhZMVNPNUQ5OUs1eElPTlZJUkNxdUlReTA5SXEwR0lnY1lldlR0a0xiLTZyMTYyM0JGTjJhOWJPWWRObVFtaGJyRG15NF9ZRVE2Q3pXRjV4RFI0ZUFHckt3TUU5azBYNmJaMzkxaUVNRVQwX01VN3Rxb3oxTEZJTlhiTEV4bndaLVZ5TFJ6VFNDTndscDdPRjRvb0VRWEdhX0lFUzFQVlZNeW9XQTVtV2FxbWw4MUFuT3d2bTVtQ3BGbkRr,More,1 hour ago,2026-04-05T10:54:12,WSJ Fresh,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.wsj.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958178
"Nancy Guthrie Update: FBI’s ‘Best Lead,’ According to a Cybersecurity Expert",https://news.google.com/read/CBMiZkFVX3lxTE9sdzhvaThZYWVIR0MzOEJ6X18xOXVoV1JQeTRJZzJTLVFUWHp2OURVRWFla2JNVGlacXJkeEpGLVlMYUltczB2OE9oRjFxcVNVTTN2MUJ1TlJJZG4zRmxDdFlNejNsdw,More,1 hour ago,2026-04-05T10:52:05,Cybersecurity,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.imdb.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958181
"Crypto Token Boom Dilutes Value, Warns Blockworks Founder",https://news.google.com/read/CBMilAFBVV95cUxNTjdVSXlxVWZReGpSS0JYNTh2RnZPYWRxVGlaclJIUDVfS1ZKaTRMbW5RdkRVLUNVV1BzT2lqYTMxclRzNU1uQ3hxelE5V1haU0RmR3RLamdXVkdaRVZMYzkwcVM5TmRHQ3B2N212YjRnaHctS1hxVC1QWEhpVmpuRWdMQVpTbGJOYjAyTW9vNGs4Z3JD,More,1 hour ago,2026-04-05T10:48:15,State-Sponsored Cyber,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.kucoin.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958183
"Navy SEALs, CIA Rescue Officer With Handgun",https://news.google.com/read/CBMihAFBVV95cUxNTDdiZm8xU2lnZHlweDg3RHlmM3djX3ZSekN0d1BMOEItd2U1WkE5ejE4blRKRi1TZDI4a0R6dFZoYUkwd1JlUDJHNUtyVHBvcmNEY2FoUDhPWXFiams5cWE4dmFmRXU1NzRVRnZEaFNsR05PQ3ZhSFpVem5MdUVrNFlyaE8,More,2 hours ago,2026-04-05T10:27:34,Chosun Cyber,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.chosun.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958186
Congo says it will receive third-country deportees under new deal with US,https://news.google.com/read/CBMivwFBVV95cUxQUkpaalprVjEwQXkyRlphWjI0OHhVTUFQRkMweGtHLUV4aHFVbDdPbjhqbXMyX1pQR0NNOWtpbkFTbDhNT2pEcGNaSmM1N3dMaGp0dDM1MHpOdndtWDREMm5STDl0NzB3N3BqUjBLc2NDR0Jna3FPdEg0dXdSUUpQZnlRM0RwSi16WjFNdlVoY2lMcjRCSkxhYkxUNUwxRFNJUUY5WE9qdkllZkZXWU82M1daNGs4dXozemltOC1Kaw,More,2 hours ago,2026-04-05T10:20:33,Reuters Fresh,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",2026-04-05T12:45:50.958188
